University,Course,Employment,Salary,Cost
NUS,Science (Real Estate),94.6,3200,1,0.959760245,0.795405312,0.227687291,1.982852848
NUS,Engineering (Engineering Science),85.2,3740,1,0.857052275,0.953560016,0.227687291,2.038299581
NUS,Engineering (Biomedical Engineering),91.9,3200,1,0.93025902,0.795405312,0.227687291,1.953351623
NUS,Social Sciences,89.5,3300,1,0.904035708,0.82469322,0.227687291,1.956416219
NUS,Business Administration,93.6,3000,1,0.948833865,0.736829496,0.227687291,1.913350652
NUS,Engineering (Mechanical Engineering),86.6,3400,1,0.872349207,0.853981128,0.227687291,1.95401762
NUS,Engineering (Chemical Engineering),85.3,3450,1,0.858144913,0.868625082,0.227687291,1.954457286
NUS,Arts (Industrial Design),90.6,3000,1,0.916054726,0.736829496,0.227687291,1.880571513
NUS,Music**,85.7,3250,1,0.862515465,0.810049266,0.227687291,1.900252022
NUS,Science (Hons),84.9,3300,1,0.853774361,0.82469322,0.227687291,1.906154872
NUS,Business Administration (Accountancy),88.6,2963,1,0.894201966,0.72599297,0.227687291,1.847882227
NUS,Environmental Studies*,83.8,3300,1,0.841755343,0.82469322,0.227687291,1.894135854
NUS,Science (Project and Facilities Management),87.8,3000,1,0.885460862,0.736829496,0.227687291,1.849977649
NUS,Engineering (Industrial and Systems),80.3,3500,1,0.803513014,0.883269036,0.227687291,1.914469341
NUS,Science,84.3,3000,1,0.847218533,0.736829496,0.227687291,1.81173532
NUS,Engineering (Environmental Engineering),79.3,3350,1,0.792586634,0.839337174,0.227687291,1.859611099
NUS,Applied Science (Hons),81,3130,1,0.81116148,0.774903777,0.227687291,1.813752547
SIT,Science (Nursing Practice),98.3,3615,1,1.000187851,0.916950131,0.227687291,2.144825272
SIT,Science (Diagnostic Radiography),100,3488,1,1.018762696,0.879754487,0.227687291,2.126204474
SIT,Engineering (Offshore),100,3350,1,1.018762696,0.839337174,0.227687291,2.085787161
SIT,Science (Electrical Engineering &,100,3250,1,1.018762696,0.810049266,0.227687291,2.056499253
SIT,Science (Physiotherapy),100,3222,1,1.018762696,0.801848652,0.227687291,2.048298639
SIT,Engineering (Naval),100,3141,1,1.018762696,0.778125446,0.227687291,2.024575433
SIT,Science (Occupational Therapy),100,3125,1,1.018762696,0.773439381,0.227687291,2.019889368
SIT,Science (Computing),95.6,3300,1,0.970686625,0.82469322,0.227687291,2.023067136
SIT,Computer Science in Real-Time Interactive Simulation,95.2,3233,1,0.966316073,0.805070322,0.227687291,1.999073686
SIT,Engineering (Mechatronics),96.4,3100,1,0.979427729,0.766117404,0.227687291,1.973232424
SIT,Science (Early Childhood Education),100,2700,1,1.018762696,0.648965772,0.227687291,1.895415759
SIT,Engineering (Marine),91.7,3225,1,0.928073744,0.802727289,0.227687291,1.958488324
SIT,Engineering (Mechanical),90.5,3200,1,0.914962088,0.795405312,0.227687291,1.938054691
SIT,Engineering (Chemical,85.5,3250,1,0.860330189,0.810049266,0.227687291,1.898066746
SIT,Engineering (Electrical Power),83,3300,1,0.833014239,0.82469322,0.227687291,1.88539475
SIT,Science (Chemical Engineering),87.5,2950,1,0.882182948,0.722185542,0.227687291,1.832055781
SIT,Science ( Food & Human Nutrition),89.2,2700,1,0.900757794,0.648965772,0.227687291,1.777410857
SIT,Fine Arts in Digital Arts & Animation,88.5,2700,1,0.893109328,0.648965772,0.227687291,1.769762391
SIT,Professional Studies (Culinary Arts),92.6,2400,1,0.937907486,0.561102048,0.227687291,1.726696824
SIT,Science (Major in Hospitality Management),89.9,2548,1,0.90840626,0.604448152,0.227687291,1.740541702
SIT,Engineering (Aerospace),83.3,3000,1,0.836292153,0.736829496,0.227687291,1.80080894
SIT,Arts (Interior Design),87.5,2700,1,0.882182948,0.648965772,0.227687291,1.758836011
SIT,Engineering (Aeronautical),81.6,3000,1,0.817717307,0.736829496,0.227687291,1.782234094
SIT,Engineering (Mechanical),72.2,3250,1,0.715009337,0.810049266,0.227687291,1.752745894
SIT,Arts (Communication,76.1,2750,1,0.757622218,0.663609726,0.227687291,1.648919235
SMU,Law Cum Laude and above,96.7,5300,3,0.982705643,1.410451381,1.693033825,4.086190849
SMU,Law (4-years programme),95.8,4850,3,0.972871901,1.278655795,1.693033825,3.94456152
SMU,ISM Cum Laude and above,97.5,4167,3,0.991446747,1.078619383,1.693033825,3.763099955
SMU,Economics Cum Laude and above,97,4107,3,0.985983557,1.061046638,1.693033825,3.7400640
SMU,Accountancy Cum Laude and above,100,3600,3,1.018762696,0.912556944,1.693033825,3.624353466
SMU,Business Cum Laude and above,96.1,3660,3,0.976149815,0.930129689,1.693033825,3.599313329
SMU,Information Systems Management (4-years programme),95.7,3600,3,0.971779263,0.912556944,1.693033825,3.577370033
SMU,Economics (4-years programme),93.4,3700,3,0.946648589,0.941844852,1.693033825,3.581527267
SMU,Social Sciences Cum Laude and above,94.9,3400,3,0.963038159,0.853981128,1.693033825,3.510053113
SMU,Business Management (4-years programme),92.4,3500,3,0.93572221,0.883269036,1.693033825,3.512025071
SMU,Accountancy (4-years programme),98.5,3000,3,1.002373126,0.736829496,1.693033825,3.432236448
SMU,Social Sciences (4-years programme),91.5,3145,3,0.925888468,0.779296963,1.693033825,3.398219256
SUTD,Engineering (Engineering Product Design),92.5,3600,2,0.936814848,0.912556944,0.960360558,2.80973235
SUTD,Engineering (Information Systems),86,3950,2,0.865793379,1.015064623,0.960360558,2.841218559
SUTD,Engineering (Engineering Systems),80.3,3500,2,0.803513014,0.883269036,0.960360558,2.647142608
